	-6.9908981	61.6272976
	-6.9922411	61.6273821
	-6.9932605	61.6272053
	-6.9946521	61.6288354
	-6.995364	61.6291122
	-6.9958171	61.6288969
	-6.9958657	61.6280742
	-6.9960922	61.6280972
	-6.9962645	61.62878
	-6.9965291	61.6288046
	-6.9979161	61.6274279
	-6.9980022	61.6269336
	-6.99852	61.6269287
	-6.9991103	61.6266186
	-7.0028909	61.6227032
	-7.0028486	61.6225301
	-7.0020078	61.6226883
	-6.9989486	61.6231689
	-6.9977097	61.6231449
	-6.9961928	61.6224239
	-6.9954343	61.6223879
	-6.9944735	61.6212583
	-6.9935633	61.6211502
	-6.9929584	61.620932
	-6.9927383	61.6202183
	-6.9930231	61.6198184
	-6.9938386	61.6196461
	-6.9943176	61.6194984
	-6.9943564	61.6191169
	-6.9947706	61.6192215
	-6.9952448	61.6189017
	-6.9945635	61.618157
	-6.9945117	61.6174617
	-6.9936941	61.6174511
	-6.9931116	61.6177834
	-6.9930469	61.6181587
	-6.9926715	61.6181833
	-6.9926197	61.6179495
	-6.9922443	61.6179372
	-6.9921981	61.6182019
	-6.9918379	61.6181981
	-6.991623	61.6173588
	-6.9913899	61.6166511
	-6.9906704	61.6161269
	-6.9899611	61.616383
	-6.9891715	61.6158168
	-6.9885889	61.6159768
	-6.9878252	61.6154968
	-6.987411	61.6155522
	-6.9850071	61.6141603
	-6.98419	61.6129956
	-6.9831862	61.6120181
	-6.9822829	61.6120013
	-6.9807036	61.6112935
	-6.9802635	61.6108996
	-6.9795386	61.6102041
	-6.9790985	61.6101179
	-6.9790855	61.6098533
	-6.9796422	61.6095948
	-6.9797035	61.6091029
	-6.97853	61.6081944
	-6.9786433	61.6072173
	-6.9781417	61.6068864
	-6.9778976	61.6065024
	-6.9787565	61.6062862
	-6.9799539	61.6061939
	-6.9817015	61.606417
	-6.9833358	61.606417
	-6.9847112	61.6066325
	-6.9858924	61.6064401
	-6.9869441	61.6064324
	-6.9881092	61.606594
	-6.9889633	61.6063175
	-6.9885299	61.6060092
	-6.9878017	61.6056476
	-6.9879312	61.6054398
	-6.98908	61.6051859
	-6.9897758	61.6048781
	-6.9902451	61.6044703
	-6.992844	61.603039
	-6.9938846	61.6031402
	-6.9946449	61.6031206
	-6.994865	61.6028915
	-6.9950549	61.6027129
	-6.9953314	61.6027128
	-6.9955557	61.6025911
	-6.995458	61.6024969
	-6.9952881	61.6024026
	-6.9950119	61.6023317
	-6.9946635	61.6023431
	-6.9946355	61.6021539
	-6.9944699	61.6020867
	-6.9943058	61.6020905
	-6.994185	61.6019639
	-6.9940534	61.6018991
	-6.9938433	61.6018529
	-6.9939074	61.6017312
	-6.994112	61.6015831
	-6.9939148	61.6014713
	-6.9940352	61.6014144
	-6.9938676	61.6013497
	-6.9935557	61.6013536
	-6.9931788	61.6012666
	-6.993105	61.6011075
	-6.9924884	61.6010715
	-6.9919264	61.6008805
	-6.9912462	61.6008914
	-6.9907401	61.6009381
	-6.9905269	61.6008879
	-6.9905592	61.6007348
	-6.9903928	61.6006552
	-6.989704	61.6003261
	-6.9888804	61.6003094
	-6.988393	61.6001027
	-6.988483	61.5999577
	-6.9882155	61.5998464
	-6.9874052	61.5996347
	-6.9868258	61.5993751
	-6.9858376	61.5987342
	-6.9853102	61.5982373
	-6.9850307	61.5978777
	-6.9854539	61.5976327
	-6.986036	61.5975456
	-6.9863967	61.5977039
	-6.9867762	61.5977696
	-6.9871823	61.5976848
	-6.9875147	61.5974652
	-6.9879161	61.5973442
	-6.9880866	61.597127
	-6.9874944	61.5970576
	-6.9864346	61.5969065
	-6.986065	61.5968262
	-6.9857107	61.5968117
	-6.9848796	61.5970477
	-6.9844624	61.5973353
	-6.9844097	61.5976685
	-6.9839627	61.5976513
	-6.9836664	61.5975184
	-6.9835418	61.5973202
	-6.9837389	61.5971851
	-6.98432	61.5970676
	-6.9846015	61.5968589
	-6.9848882	61.5966474
	-6.9852529	61.5962137
	-6.9855148	61.5959938
	-6.9848858	61.5959257
	-6.9843707	61.5957255
	-6.9838007	61.5958313
	-6.9832926	61.5959113
	-6.9826073	61.596089
	-6.9823832	61.5961234
	-6.9821348	61.5962589
	-6.9817837	61.5965529
	-6.9817994	61.5967421
	-6.981451	61.5967985
	-6.9810091	61.5967727
	-6.98072	61.5965825
	-6.9803724	61.5963292
	-6.9805634	61.5960823
	-6.981326	61.5960584
	-6.9819551	61.5959248
	-6.9820292	61.5958182
	-6.9819698	61.5957348
	-6.9819381	61.595594
	-6.9822098	61.5955283
	-6.9820978	61.5953622
	-6.9818116	61.5952945
	-6.9815497	61.5953713
	-6.9812687	61.5953919
	-6.9809736	61.5952142
	-6.9811399	61.5950827
	-6.9809503	61.5949294
	-6.9806674	61.5949415
	-6.9802538	61.5950889
	-6.9798892	61.5951106
	-6.9797373	61.5950627
	-6.9797311	61.5949685
	-6.9800951	61.5948321
	-6.980081	61.594665
	-6.9796003	61.5946026
	-6.9789702	61.5948934
	-6.978658	61.5950503
	-6.9784428	61.5951841
	-6.9782067	61.5954633
	-6.9775524	61.5958541
	-6.9772908	61.5958952
	-6.9770227	61.5957852
	-6.97682	61.5957342
	-6.9766843	61.5955781
	-6.9769263	61.5954056
	-6.9768899	61.5952159
	-6.9768879	61.5950997
	-6.9764546	61.5949449
	-6.9762155	61.5948158
	-6.9761732	61.5945717
	-6.9762167	61.5943928
	-6.975921	61.5940766
	-6.9750928	61.5939936
	-6.9745633	61.5939738
	-6.9742379	61.5939899
	-6.9739417	61.5938824
	-6.9740217	61.593775
	-6.9732843	61.5935686
	-6.9726196	61.5932669
	-6.9725203	61.5929525
	-6.972055	61.5928614
	-6.9713064	61.5929131
	-6.9712235	61.5928566
	-6.9718358	61.5926999
	-6.9717105	61.5926293
	-6.9715065	61.5925576
	-6.9709169	61.5925126
	-6.9706438	61.592482
	-6.9704572	61.5926898
	-6.9703554	61.5928876
	-6.9699906	61.5931076
	-6.9695495	61.5932064
	-6.9687605	61.5932145
	-6.9678568	61.5929178
	-6.966813	61.5925554
	-6.9661502	61.5921661
	-6.9660408	61.5917248
	-6.9648902	61.5917626
	-6.9648531	61.5916491
	-6.9659772	61.5915507
	-6.9660031	61.5913708
	-6.9659839	61.5912599
	-6.9654731	61.5911379
	-6.9648392	61.5910862
	-6.9642699	61.5909964
	-6.9640077	61.5908055
	-6.9641444	61.5907329
	-6.964253	61.5907233
	-6.9645627	61.5907552
	-6.9646995	61.5907145
	-6.9648446	61.590746
	-6.9648583	61.5907933
	-6.9650719	61.5908854
	-6.9651972	61.5908953
	-6.9653286	61.5908705
	-6.9654754	61.5908772
	-6.9656261	61.5908785
	-6.9656683	61.5907536
	-6.9651848	61.5906633
	-6.9646618	61.5905584
	-6.9643502	61.5905374
	-6.9642192	61.5905362
	-6.9641225	61.5905085
	-6.9639883	61.5904683
	-6.9640505	61.5904348
	-6.9642038	61.5904541
	-6.9643847	61.5904559
	-6.9644197	61.5904127
	-6.9641953	61.5903654
	-6.963993	61.590336
	-6.9637972	61.5903067
	-6.9637677	61.5902131
